Time(ms),FR_HFE,FL_HFE,HR_HFE,HL_HFE,FR_KFE,FL_KFE,HR_KFE,HL_KFE
0.02,0.6460474729537964,0.4692921042442322,0.31535154581069946,-0.2177126705646515,-0.2519693970680237,0.9656543731689453,-0.8123684525489807,-0.4204360842704773
0.04,0.1681484878063202,-0.5057430863380432,0.2477799952030182,-1.2150524854660034,-1.6058509349822998,-1.4185532331466675,-0.3758763074874878,-0.4413813352584839
0.06,-0.7075725197792053,-0.37059128284454346,-0.7738134860992432,-0.8714854121208191,2.4725842475891113,-0.22620883584022522,-0.760507345199585,-1.6997312307357788
0.08,0.2127172201871872,1.1241052150726318,0.6152595281600952,1.738972544670105,-0.39937305450439453,0.2694202959537506,0.46625328063964844,-0.2439325600862503
0.1,1.2177672386169434,-0.36124882102012634,0.6037630438804626,0.9962568879127502,0.028158366680145264,-0.41619187593460083,-1.0503839254379272,1.088529348373413
0.12,1.2552034854888916,-0.058067310601472855,1.127518892288208,1.3696753978729248,-1.1530276536941528,0.6870681047439575,0.17346011102199554,2.0742218494415283
0.14,0.018723782151937485,-0.34253278374671936,-2.0550382137298584,-1.723859190940857,1.1094117164611816,-1.4963849782943726,0.13434211909770966,1.0368194580078125
0.16,0.8631094098091125,-0.33250799775123596,1.1018322706222534,-0.3141603469848633,-1.4842416048049927,-1.5661218166351318,-1.2040215730667114,-0.9298762083053589
0.18,-0.27042442560195923,-2.140969753265381,-1.6862678527832031,-0.3281850218772888,0.6405820250511169,-0.8167141079902649,0.14785940945148468,0.4929986000061035
0.2,0.2656002938747406,1.4967378377914429,-0.9204303026199341,-0.2916402518749237,-1.554986834526062,-1.0573251247406006,-1.3460458517074585,1.0824558734893799
0.22,1.4704545736312866,-1.4037268161773682,1.3083899021148682,-0.1758272647857666,-0.18740420043468475,-0.6515697240829468,-0.6885871291160583,-0.008955169469118118
0.24,0.1087597906589508,-1.900145411491394,1.0798434019088745,0.04336259514093399,0.6406683325767517,0.13188272714614868,-0.8022190928459167,-0.3254539668560028
0.26,-1.0555673837661743,0.5349218249320984,0.6915737986564636,1.7929376363754272,-1.5105262994766235,0.7515401244163513,0.12363994121551514,-2.4007976055145264
0.28,-0.11116845905780792,-2.3518002033233643,-0.7911805510520935,-0.8465487957000732,0.0929039716720581,1.195145606994629,0.9266690015792847,-0.9125030040740967
0.3,3.130765676498413,-1.8383331298828125,0.23696768283843994,0.9863530993461609,-0.3897027373313904,-1.4474025964736938,-1.128893494606018,-2.286257028579712
0.32,-0.15924082696437836,1.4708119630813599,-0.44436115026474,-1.2439398765563965,-0.2708088755607605,1.161370873451233,-0.22349943220615387,-0.7165712714195251
0.34,0.48244616389274597,1.3355612754821777,-0.4698967933654785,0.45107749104499817,-2.4603350162506104,-2.804239273071289,-1.0674715042114258,0.02283645048737526
0.36,1.2385140657424927,-0.8077492117881775,1.1315441131591797,-0.6116196513175964,-0.25278356671333313,-1.5771968364715576,1.0369187593460083,-0.18788939714431763
0.38,-1.2754026651382446,-2.7922449111938477,-0.637622594833374,0.9023057222366333,0.6168789863586426,0.0718812644481659,-0.6134476661682129,0.18839234113693237
0.4,-0.3321484625339508,-0.5778982639312744,0.3715347647666931,-0.4873363971710205,0.6171830892562866,-0.19425950944423676,-0.5092734694480896,1.6567658185958862
0.42,-1.8488959074020386,-0.1496185064315796,-0.13651496171951294,-0.6684935092926025,0.6725580096244812,0.5980403423309326,-0.0055313557386398315,0.02002708613872528
0.44,-0.7488228678703308,0.46850264072418213,-0.22839391231536865,0.026114726439118385,-1.3601773977279663,-2.2566614151000977,0.84023118019104,-0.7073577046394348
0.46,-1.2400716543197632,2.0988986492156982,-0.11389338970184326,-1.8232510089874268,0.3515486717224121,-0.3763212263584137,-0.8632841110229492,0.29569345712661743
0.48,0.7641042470932007,0.1058650091290474,0.09967759996652603,-0.3845546841621399,-0.06596123427152634,-0.45441189408302307,0.9082587361335754,0.5072507858276367
0.5,0.03991088271141052,2.739084005355835,-0.9220666289329529,0.8987663984298706,1.1130235195159912,-1.9352377653121948,-0.12231588363647461,-0.161369189620018
0.52,-0.5784974098205566,-0.20985627174377441,0.30938151478767395,-1.949538230895996,-0.026194632053375244,0.0809364765882492,0.5034574270248413,1.9831279516220093
0.54,1.163899540901184,-0.19941268861293793,-1.1254699230194092,-0.011471986770629883,-0.3737812042236328,-1.1374797821044922,0.9625083208084106,-1.9601786136627197
0.56,0.8766599893569946,-0.48493364453315735,-0.4260721802711487,-1.6995121240615845,0.6671586632728577,-1.858386516571045,0.45079803466796875,-1.7647514343261719
0.58,-1.6543828248977661,-1.1569275856018066,-0.07040511816740036,-1.0382301807403564,2.3562912940979004,0.39124155044555664,-0.8551498651504517,1.0652672052383423
0.6,0.7691860198974609,-1.5196316242218018,0.3912244439125061,-0.6359752416610718,0.11687096953392029,-0.5093436241149902,-0.18132568895816803,-0.29922032356262207
0.62,-1.131888508796692,0.9292988181114197,1.344462513923645,0.2788313031196594,-0.60105299949646,1.2366383075714111,-0.623734176158905,0.9722519516944885
0.64,-0.23208022117614746,1.863739013671875,0.9726359844207764,-0.4890221059322357,-0.8717243671417236,-0.7989766597747803,-0.28146857023239136,-0.0915079265832901
0.66,0.06232902407646179,-0.6457009315490723,-0.45208844542503357,0.23324835300445557,1.8767865896224976,1.0513067245483398,1.199650764465332,-1.2815650701522827
0.68,-1.8148692846298218,-1.187285304069519,-1.9805500507354736,-0.059064507484436035,-0.8081618547439575,-1.026367425918579,0.18878310918807983,-2.4439077377319336
0.7000000000000001,-0.733993411064148,-2.423142433166504,-0.749484658241272,-0.8225277066230774,0.8721725940704346,0.3742307424545288,-1.1079206466674805,-0.3909526467323303
0.72,0.9372909665107727,-1.5951018333435059,-1.3122260570526123,-0.4479139447212219,0.4024169445037842,1.1307892799377441,0.5644108653068542,-0.14535053074359894
