time,ang_vel_x, ang_vel_y, ang_vel_z,proj_grav_x, proj_grav_y, proj_grav_z,cmd_lin_vel_x, cmd_lin_vel_y, cmd_ang_vel_z,fl_hfe, fl_kfe, fr_hfe, fr_kfe, hl_hfe, hl_kfe, hr_hfe, hr_kfe,vel_fl_hfe, vel_fl_kfe, vel_fr_hfe, vel_fr_kfe, vel_hl_hfe, vel_hl_kfe, vel_hr_hfe, vel_hr_kfe,act_fl_hfe, act_fl_kfe, act_fr_hfe, act_fr_kfe, act_hl_hfe, act_hl_kfe, act_hr_hfe, act_hr_kfe,
1743031494.860086,-0.003241,0.000863,-0.000776,0.010760,0.023549,-0.999665,1.000000,0.000000,0.000000,-0.000688,1.400000,-0.000041,0.000180,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,-0.001598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.822010,-1.651896,0.694727,-1.215639,1.064201,-0.564014,1.169498,-1.347494
1743031494.961722,-0.003241,0.000863,-0.000776,0.010760,0.023549,-0.999665,1.000000,0.000000,0.000000,-0.000688,1.400000,-0.000041,0.000180,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,-0.001598,0.000000,0.000000,0.000000,0.000000,0.000000,0.088041,-1.007584,-0.421093,0.737444,1.056804,3.343944,1.477994,0.210023,0.851526,-2.046630,1.032351,-0.975921,0.820081,-0.428732,-0.211443,-1.930061
1743031494.983403,-0.001320,-0.000927,0.001266,0.010845,0.023753,-0.999659,1.000000,0.000000,0.000000,-0.000688,1.400000,0.000422,0.000180,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,0.001598,0.000000,0.000000,0.000000,0.000000,0.000000,0.206102,-2.586519,0.929404,1.696317,0.080324,3.885071,-4.045774,-2.120245,1.809471,-1.309713,0.988319,-1.408415,1.642800,-1.339217,-2.113862,-4.616236
1743031495.001272,0.000831,0.001686,-0.000550,0.010784,0.023868,-0.999657,1.000000,0.000000,0.000000,-0.000688,1.400000,0.000299,0.000180,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000,0.000000,4.037884,0.361147,0.753275,-0.033659,3.371199,0.243132,-11.655448,-12.864944,0.792445,-1.227854,3.695399,-4.641933,2.347902,-2.574698,-2.827861,-1.581622
1743031495.020269,-0.000147,0.000381,-0.000089,0.010758,0.023879,-0.999657,1.000000,0.000000,0.000000,-0.000688,1.400000,0.000161,0.000180,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,-0.004261,0.000000,0.000000,0.000000,0.000000,0.000000,-0.030221,0.688585,11.581595,-12.967734,6.191606,-4.698794,-14.511443,-0.726488,-1.040723,-4.141854,-5.827870,1.022740,7.696189,-2.988304,1.275250,1.538013
1743031495.040159,0.000346,0.000850,-0.000088,0.010817,0.023930,-0.999655,1.000000,0.000000,0.000000,-0.000688,1.400000,0.000433,0.000180,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,0.005859,0.000000,0.000000,0.000000,0.000000,0.000000,-7.362891,-10.967418,-26.511482,9.690961,27.584757,-6.353217,1.900999,11.752052,-1.477607,-7.672026,-16.340315,3.029178,-15.664645,-2.292481,-2.829447,-3.086572
1743031495.060143,0.000379,-0.001746,0.000663,0.010835,0.023896,-0.999656,1.000000,0.000000,0.000000,-0.000688,1.400000,-0.000036,0.000185,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,-0.006924,0.000533,0.000000,0.000000,0.000000,0.000000,-9.110429,-25.088104,-68.561256,17.716711,-65.858582,-3.569923,-14.517786,-6.746288,-8.871104,1.538726,2.587409,-4.491302,-5.191720,-1.610760,-4.863898,-4.597364
1743031495.080238,-0.003067,0.005885,-0.000889,0.010773,0.023787,-0.999659,1.000000,0.000000,0.000000,-0.000688,1.400000,0.000601,0.000143,-0.000262,-0.000205,-0.000392,-0.000076,0.000000,0.000000,0.005859,0.001598,0.000000,0.000000,0.000000,0.000000,-38.684418,11.754903,7.149635,-12.365207,-23.966879,-0.843039,-22.655594,-12.789458,0.665319,-8.956050,-14.411532,0.110104,30.311466,-14.399631,-4.085603,1.826873
1743031495.100856,0.004165,-0.004454,0.002169,0.010929,0.023858,-0.999656,1.000000,0.000000,0.000000,-0.000688,1.400000,-0.000057,0.000293,-0.000206,-0.000205,-0.000392,-0.000076,0.000000,0.000000,-0.004794,-0.000533,0.000533,0.000000,0.000000,0.000000,-0.538725,-30.224199,-60.846130,6.040416,118.045868,-51.998524,-19.542414,12.907493,-11.547974,-5.932472,-54.240627,11.987274,-60.864468,-7.971350,-11.049766,-6.753316
1743031495.120429,0.003489,-0.003954,0.000681,0.010903,0.023826,-0.999657,1.000000,0.000000,0.000000,-0.000688,1.400000,0.000436,-0.000126,-0.000177,-0.000205,-0.000392,-0.000076,0.000000,0.000000,0.002131,0.000533,0.000000,0.000000,0.000000,0.000000,-49.391895,-18.129887,-220.162506,53.549095,-246.657867,-26.285400,-47.399063,-21.413265,-36.495983,9.019663,15.517668,-18.125284,-12.849214,-13.387511,-11.396857,-14.392267
